150	108575936591.724014282226562
159	13261372753.463851928710938
168	10364649976.778514862060547
177	8896008059.223407745361328
186	5795278277.902583122253418
195	3311952133.034775257110596
204	1937529780.012519598007202
213	1353958797.944022417068481
222	567087242.756337881088257
231	353446252.492342650890350
240	254649762.724655866622925
249	235504405.068496406078339
258	174713603.565069884061813
267	84455759.218426600098610
276	57177667.966930285096169
285	34551646.921250745654106
294	29572885.378857519477606
303	17524007.995708260685205
312	10180125.493685055524111
321	4767608.729582840576768
330	3906306.788857232779264
