150	119093596253.932327270507812
159	7659387667.894130706787109
168	5637957514.083798408508301
177	3808531233.571337223052979
186	2745125353.320808887481689
195	2085469167.452398061752319
204	1686233650.607435226440430
213	898930781.741709232330322
222	509507680.605371832847595
231	252368516.270278364419937
240	210371212.532680809497833
249	183302157.870070248842239
258	119133844.827715173363686
267	56264679.482582643628120
276	44081537.028313763439655
285	31560671.569965999573469
294	26150082.069978993386030
303	10342313.677102081477642
312	5812129.462865836918354
321	4043456.449769214726985
330	3255806.229031523689628
