150	99616035142.728469848632812
159	13453027016.570915222167969
168	9953138230.728399276733398
177	5894520724.712415695190430
186	5051356906.608037948608398
195	4029637852.052964210510254
204	2091286968.242780923843384
213	1420321614.412528991699219
222	751528556.657068371772766
231	627292124.645647764205933
240	489148034.863075852394104
249	377699766.455740451812744
258	232323688.653293758630753
267	118287876.191667675971985
276	73927630.936543762683868
285	40779216.500854507088661
294	26431971.491729758679867
303	9559742.205359211191535
312	5921701.858377114869654
321	4706926.889665695838630
330	3535669.005530283786356
