150	104419128079.900039672851562
159	9550153452.240434646606445
168	7949658623.368264198303223
177	4775027347.757176399230957
186	3644376582.231543540954590
195	1650213693.467555761337280
204	1058895288.791386961936951
213	816028734.551613807678223
222	574613302.632778406143188
231	276225745.925557851791382
240	173408424.649212270975113
249	138815510.713173627853394
258	62686866.810617238283157
267	53768500.178537636995316
276	32766891.001990340650082
285	17217699.545479133725166
294	14203144.091764574870467
303	5987084.366358727216721
312	3693070.611157257109880
321	3000462.238947266247123
330	1375601.551369929686189
