150	117292507706.033889770507812
159	8709222056.985187530517578
168	6423453668.616689682006836
177	3340566652.932011127471924
186	2482994025.983284950256348
195	2184193521.314899921417236
204	1042051658.242602348327637
213	773766026.310679912567139
222	503389316.698340535163879
231	375310452.751660466194153
240	256496962.346704661846161
249	160205770.491808801889420
258	106628671.301493898034096
267	89922339.246996268630028
276	64697492.683082297444344
285	47965014.492711156606674
294	23150790.778197221457958
303	17504556.692144021391869
312	7666975.136404148302972
321	6757430.369281864725053
330	3454971.918965841643512
