150	135941095968.281845092773438
159	10673142416.858097076416016
168	9563549476.891834259033203
177	7775582202.042085647583008
186	6823732124.817735671997070
195	4296113739.805238723754883
204	2075555831.129021644592285
213	934399188.015929698944092
222	785295655.228263378143311
231	584359715.418197274208069
240	440594584.390956461429596
249	248095202.383494287729263
258	165391176.469806700944901
267	91050438.561564147472382
276	66308645.721002303063869
285	48348636.187630683183670
294	27778428.793055001646280
303	15835036.119312234222889
312	10050700.701379284262657
321	4507924.834800871089101
330	2470286.915626452304423
