150	114304646132.112411499023438
159	14498963947.560176849365234
168	11628684359.507514953613281
177	9989173027.981237411499023
186	5066700103.890512466430664
195	3632240224.258926391601562
204	2738525888.392084598541260
213	2241082933.888364315032959
222	1187762902.918434619903564
231	598579149.910219669342041
240	475421372.990789949893951
249	238698839.965837478637695
258	178750443.471721172332764
267	143628258.315503001213074
276	85249559.085115984082222
285	55802359.882001981139183
294	37631558.384864963591099
303	19118991.170106839388609
312	12569222.573783934116364
321	7191943.417145539075136
330	5766546.146862311288714
