150	138499312609.947509765625000
159	15261544022.674793243408203
168	8657164428.866321563720703
177	7219694600.367779731750488
186	6080784634.844672203063965
195	4022865364.218737125396729
204	2624281654.505918025970459
213	1652698794.116720914840698
222	1148416344.757399559020996
231	693395164.282674193382263
240	565236546.501829385757446
249	330344120.477791488170624
258	187272068.049720197916031
267	103501602.341585353016853
276	85003741.842704430222511
285	52913165.054164491593838
294	30030883.452216107398272
303	20211639.512451212853193
312	9082969.243081785738468
321	5126098.290954410098493
330	3430414.993419966194779
