150	121143303007.487930297851562
159	13903416986.381532669067383
168	10827038327.164260864257812
177	7984000458.155585289001465
186	3652603332.395285129547119
195	2908991196.267320632934570
204	2301479939.169578552246094
213	1272834280.959553956985474
222	860048916.403834819793701
231	603945601.721608877182007
240	402331490.072737574577332
249	307069316.502802789211273
258	228291829.017498821020126
267	119801774.414153799414635
276	80914240.460172548890114
285	62947425.263758018612862
294	51719087.313999213278294
303	30611016.240253560245037
312	11710164.509191080927849
321	5662607.811507564969361
330	4139959.956072272732854
