150	113697061016.150985717773438
159	15527865465.871751785278320
168	13855545280.032203674316406
177	10241034180.734523773193359
186	8140594365.493107795715332
195	5811062395.149004936218262
204	3168671072.728074073791504
213	2316673562.434623718261719
222	1732223664.988580465316772
231	1475172676.228767871856689
240	748787047.775772809982300
249	553971767.679648518562317
258	386277855.532069504261017
267	195700967.209849834442139
276	127117641.553250133991241
285	88061932.017641052603722
294	36701200.117604821920395
303	31303711.420895762741566
312	16610397.505488893017173
321	11057223.580269690603018
330	7363370.566287788562477
