150	101196660317.563858032226562
159	14498622253.623939514160156
168	8879000878.902128219604492
177	7389241036.436439514160156
186	5689028806.071227073669434
195	4174265242.942308425903320
204	3263963504.269385337829590
213	1714850375.935595512390137
222	1486036858.076230049133301
231	547182815.734556436538696
240	352777859.747021019458771
249	233039301.248345971107483
258	147154623.182695537805557
267	110853418.276036784052849
276	71164759.897453054785728
285	29372994.340782593935728
294	16512286.144366584718227
303	11556682.155579034239054
312	6930398.163549801334739
321	3125945.296429488342255
330	1487846.477493584621698
