150	86940160054.408645629882812
159	12327925576.862983703613281
168	8469977346.880523681640625
177	5882245234.867276191711426
186	2649597505.454544067382812
195	2060566317.736267805099487
204	980744336.573616385459900
213	688670683.912559151649475
222	533321157.691498696804047
231	377225130.779533267021179
240	248426399.310228407382965
249	137157404.147563695907593
258	110422957.165463790297508
267	65055503.679656974971294
276	37823215.995494931936264
285	25162027.632608331739902
294	21819785.632823228836060
303	15733271.763316143304110
312	5520963.720970053225756
321	4051549.731216992251575
330	2403802.225618544500321
