150	107831429732.008071899414062
159	12656736606.038621902465820
168	9192959404.929584503173828
177	5799662433.730516433715820
186	3795574577.182674884796143
195	2326412530.385811328887939
204	1818505435.032258510589600
213	1329377195.244510650634766
222	1019589121.486616611480713
231	698663475.626470327377319
240	457363036.448458313941956
249	308835110.210273742675781
258	194782152.664467900991440
267	109152033.274177491664886
276	96814969.874877378344536
285	57998007.949344232678413
294	34791653.118967667222023
303	25892340.035259813070297
312	17723704.032100882381201
321	10601641.550210611894727
330	9291769.482773195952177
