150	116351592718.514617919921875
159	12763865811.151723861694336
168	10439346217.770538330078125
177	4172048273.826976299285889
186	2956058253.324127197265625
195	1953523148.215103626251221
204	1262893678.389702320098877
213	1068998505.952498435974121
222	765383013.403271436691284
231	504021035.390070438385010
240	313863070.578469276428223
249	235161321.879092991352081
258	130705675.311262145638466
267	111352925.171024739742279
276	77039912.019751057028770
285	54666011.054066471755505
294	35819818.771212406456470
303	21213068.875803548842669
312	11437915.178133891895413
321	5906332.522049072198570
330	4626198.288895827718079
